,Date,tweets,User Location,hashtag
2515,10/12/2019 14:21,"@slyn_vulpes @carrieksada @realDonaldTrump @POTUS You seem triggered 😆😂🤣😆😂🤣

@realDonaldTrump is winning BIGLY… https://t.co/rev46W7Deg","Atlanta, GA",#MAGA2020
2516,10/12/2019 14:20,@realDonaldTrump @DonaldJTrumpJr @EricTrump @IvankaTrump y’all need to get with this guy for #MAGA2020 election CAM… https://t.co/ReRqRd58F2,USA,#MAGA2020
2517,10/12/2019 14:19,@UROCKlive1 @AngelaBelcamino @realDonaldTrump I feel sorry for you actresses?? You have no time to research for you… https://t.co/r8IquAN6xL,,#MAGA2020
2518,10/12/2019 14:18,"Take care of him, @realDonaldTrump . Our military is under enough duress with having to fear being prosecuted for d… https://t.co/XxLvyieogr",,#MAGA2020
2519,10/12/2019 14:17,This dude 👉 @EricHartwig2 is a liberal commie sheep. #MAGA2020,"Pittsburgh, PA",#MAGA2020
2520,10/12/2019 14:17,"It’s fun being a Trump Supporter, because we walk in truth, light and promises of hope for tomorrow! Let’s… https://t.co/TBVuYECiKs",South Carolina,#MAGA2020
2521,10/12/2019 14:17,"@POTUS45 announces acting Homeland Security Secretary #McAleenan to leave 

Does anyone remember TV show ""Dirty Job… https://t.co/9epnf5giz8",Georgia (the US one),#MAGA2020
2522,10/12/2019 14:16,VIDEO: Trump calls House impeachment inquiry 'bulls--t' and crowd goes wild https://t.co/qPxPW9wbr7 TRUMP IS RIGHT! #MAGA2020,Atlanta and Martha's Vineyard,#MAGA2020
2523,10/12/2019 14:16,"@RobertGBeckel so your ""firing"" had nothing to do with your ""addictions""?...yea ...right...don't skip a meeting...s… https://t.co/qfBjsBNSYH",North Florida,#MAGA2020
2524,10/12/2019 14:14,@JuddLegum @mehdirhasan The dude just used American Men and Women in uniform as mercenaries. He used the military a… https://t.co/jpFrx1o933,United States,#MAGA2020
2525,10/12/2019 14:14,@Acosta Trump is right again! #MAGA2020,The Swamp,#MAGA2020
2526,10/12/2019 14:13,@ccsaintdawg @thehill That doesnt even make sense. #ccsaintdawgisamoron #MAGA2020 #Trump2020,,#MAGA2020
2527,10/12/2019 14:13,"Well worth watching this!
#maga #MAGA2020 #MAGA2020Landslide #Trump2020LandslideVictory #TrumpBetrayedTheKurds… https://t.co/Sb3ZyZJl2l",,#MAGA2020
2528,10/12/2019 14:13,@realDonaldTrump @foxandfriends @RepLeeZeldin #MAGA2020 best  President ever https://t.co/YJnAhMthe9,,#MAGA2020
2529,10/12/2019 14:13,They aren't Democrats anymore. JFK would roll over in his grave. These people are leftists-socialists bent on destr… https://t.co/UYDGr2bUsQ,,#MAGA2020
2530,10/12/2019 14:12,@BridgetKF30 @DRH1959 @DNC Vote ALL the Do Nothing Democrats out.  #Trump #SaturdayThoughts #KAG #KAG2020Landslide… https://t.co/nF8PtppqzR,,#MAGA2020
2531,10/12/2019 14:11,@NewsPuppet Wow! And of course the 3 slim balls were involved. #MAGA2020,"California, USA",#MAGA2020
2532,10/12/2019 14:11,@RepHartzler Exactly.   Vote them all out.  #Trump #SaturdayThoughts #KAG #KAG2020Landslide #MAGA2020… https://t.co/0uldsgxlKZ,,#MAGA2020
2533,10/12/2019 14:11,REPORT: Stunning costs revealed for 2020 Democrats' health plan for illegal immigrants https://t.co/Xt1ysZtATx Do y… https://t.co/Bd0g3ho3Wn,Atlanta and Martha's Vineyard,#MAGA2020
2534,10/12/2019 14:10,#ClintonCrimeFamily #ClintonBodyCount #ClintonCorruption #KAG2020Landslide #Trump2020 🇺🇸👍🇺🇸👍🇺🇸👍alll the wayyyyy bec… https://t.co/syQehkpnTd,Washington D.C,#MAGA2020
2535,10/12/2019 14:10,@JRubinBlogger White girl here (duh) voting for #TRUMP again #MAGA2020 #KAG #WomenForTrump https://t.co/f3yI0KSQ3y,"Roswell, GA",#MAGA2020
2536,10/12/2019 14:10,"Hopefully more coming. It's not the disagreement with @POTUS I have a problem with..it's the smug, hate-filled atti… https://t.co/dyNqDpXlUe",,#MAGA2020
2537,10/12/2019 14:09,"@John_KissMyBot @DGPurser If these electric car owners really care about climate change, then why aren't they ridin… https://t.co/ROjqFYwgFk","ABQ, NM is Q town!",#MAGA2020
2538,10/12/2019 14:08,@TheGreatFeather Me too girl! #KAG #MAGA2020,"Roswell, GA",#MAGA2020
2539,10/12/2019 14:08,"Exactly. MSM can't go down fast enough. Neither than the colleges.
#MAGA2020 #KAG #GreatAwakening #WWG1WGA #QAnon https://t.co/p8kozZVRJY",,#MAGA2020
2540,10/12/2019 14:07,"MY NEW...
Wallpaper, Screensaver, Background and Theme!
TRUMP IS A GOOD LORD! 
JESUS IS OUR KING!
FATHER IS ALL!… https://t.co/6nS7G93lcs","Seattle, WA",#MAGA2020
2541,10/12/2019 14:07,Ryan is a real piece of work. He was in on the tarmac meeting making deals with Clinton and what's her name😏...Lync… https://t.co/xC6PF0U2WY,,#MAGA2020
2542,10/12/2019 14:06,@dbongino That fat reject cant seem to understand how a conversation works.  Then again she didnt intend for that t… https://t.co/7dWwYVMPyO,,#MAGA2020
2543,10/12/2019 14:05,"WTF is wrong with these lunatics?

If you saw this video in isolation, would you think they are protesting somethin… https://t.co/fU1CMNAPbg",SoCal,#MAGA2020
2544,10/12/2019 14:05,One of the Many things I love about him is that he is R.E.A.L. No BS...annnnd...he has an Actual personality😎😏😆… https://t.co/7JtgyA7WC4,,#MAGA2020
2545,10/12/2019 14:04,"Sheppie ""Diddler"" Smitty? I think we all had an inkling.  What did Judge Nap do? Is Wallace somehow involved?… https://t.co/4xxkQN26MV","Beverly, MA",#MAGA2020
2546,10/12/2019 14:04,@RepCummings The Democrats can hire an ex foreign spy to hire russian sources and craft a fake Russian Dossier but… https://t.co/bXaouV8rTG,,#MAGA2020
2547,10/12/2019 14:03,These guys are Awesome!! #Trump2020 #MAGA2020 #KAG https://t.co/CLrVSCr14G,"Mountain View, Ok",#MAGA2020
2548,10/12/2019 14:03,"Highly. The only ones that will publicly question it are citizen journalists and Anons. 
#MAGA2020 #KAG… https://t.co/Sv2zpW2mkd",,#MAGA2020
2549,10/12/2019 14:03,"@realDonaldTrump @foxandfriends @RepLeeZeldin Yes, Schiff is a liar. He needs to go.  Keep winning, Mr President!!!!
#MAGA2020",,#MAGA2020
2550,10/12/2019 14:01,@TonyHinson4 @BeatrixCallen @Refreshingtruth @Kkingsbear @glamelegance @realDonaldTrump @TuckerCarlson You should r… https://t.co/4SWYJUcIh7,,#MAGA2020
2551,10/12/2019 14:01,@1TruePatriot01 Love love love this artwork! #LakeCharlesRally #MAGA2020,O-H-I-O,#MAGA2020
2552,10/12/2019 14:01,@themarcprint not like its a shock #MAGA2020,,#MAGA2020
2553,10/12/2019 14:01,A fantastic thread. Who would have thought we'd live in a world where the US was part of the axis of evil?… https://t.co/RWnPCv2t71,canada,#MAGA2020
2554,10/12/2019 14:00,"@shaoyu_yuan @AnonMonkeyMan1 Still some sleeping sheep in this thread. There will be no impeachment, some of you wi… https://t.co/6EqqnnVDOp",In the shadows of OZ,#MAGA2020
2555,10/12/2019 13:59,@robreiner Drama much??? Four more years of your hopeful impeachment and removal of @realDonaldTrump is gonna be fu… https://t.co/UOLUqViZMv,United States,#MAGA2020
2556,10/12/2019 13:59,@NealianoThaBoss @glamelegance @realDonaldTrump @TuckerCarlson That’s all you got? Being a spellchecker is such a g… https://t.co/doCwsybafo,,#MAGA2020
2557,10/12/2019 13:56,@USMarine_Vet Not anymore #MAGA2020,"Houston, TX",#MAGA2020
2558,10/12/2019 13:56,@realDonaldTrump @parscale @TeamTrump Mr. @POTUS I’ve got another name for Shifty Schiff “Schiff for brains” that p… https://t.co/4cqRGGgz1D,"Florida, USA",#MAGA2020
2559,10/12/2019 13:55,"Stop in at Show Low, Arizona next time you are that way and visit the best family-owned store in America!  Capitali… https://t.co/TBD9yApqyF","Muskogee, OK",#MAGA2020
2560,10/12/2019 13:55,"I don’t know abt America’s Former Mayor @RudyGiuliani and @realDonaldTrump, but I’m scared @POTUS’s betrayals are o… https://t.co/28jKK72nPz",,#MAGA2020
2561,10/12/2019 13:54,@beachgirl_karen @glamelegance @realDonaldTrump @TuckerCarlson Your desperation is showing. You just need to accept… https://t.co/jdYJnfa8cX,,#MAGA2020
2562,10/12/2019 13:54,Way to own the libs #maga2020 #kag2020 #republicans #gop @gop #qanon #trumptrain #AmericaFirst https://t.co/I0ffWSmeb7,"Wilmington, North Carolina, US",#MAGA2020
2563,10/12/2019 13:52,Where is hunter? #WhereIsHunter #MAGA2020,Basket of Deplorables ,#MAGA2020
2564,10/12/2019 13:50,"@SecPompeo is deflecting and lying 100%....he has committed an illegal act....he is going to be indicted, put on tr… https://t.co/03mAEEGtXj",,#MAGA2020
2565,10/12/2019 13:50,@Ilhan @DNC @HouseDemocrats @HouseGOP @GOP @realDonaldTrump @FoxNews @kilmeade - OOPS!  I think Ilhan Omar was conc… https://t.co/eNYwv8wFVj,"Bayonne, NJ",#MAGA2020
2566,10/12/2019 13:48,"@SaraCarterDC Why do you put out very powerful statements, and then do nothing about it?! This is a coup!! Please fight harder!!#MAGA2020","California, USA",#MAGA2020
2567,10/12/2019 13:48,@Comey Quoting some of our more notable Presidents does not make you seem more virtuous.   #MAGA2020,Washington State USA,#MAGA2020
2568,10/12/2019 13:47,@NewYearsDani Thank you for posting this pic. What other #POTUS would have been so generous? Giving these kids a li… https://t.co/OobbzYSF5J,O-H-I-O,#MAGA2020
2569,10/12/2019 13:46,@jackiread @Johnny_Joey Nothing sounds more ignorant than your disrespect of a true hero who fought for our country… https://t.co/xKpguKKVNX,"Georgia, USA",#MAGA2020
2570,10/12/2019 13:46,"@BernieSanders I wish you the best of luck in your recovery and the worst of luck in the #2020Election 
I heard Ven… https://t.co/VJFQ59mH0h",,#MAGA2020
2571,10/12/2019 13:44,#WWG1WGA   #MAGA2020  #Minneapolis  We Are Going To Take Ilhan Out By A Landslide !!!!!!! https://t.co/GP2XP0gWgr,,#MAGA2020
2572,10/12/2019 13:43,"Awesome,NOW that’s Patriotism 🇦🇺👍🇺🇸 #TrumpRally #MAGA2020 https://t.co/L7G4MqHwxg",,#MAGA2020
2573,10/12/2019 13:42,"@Karin16009316 and you feel superior because....? U have no knowledge of the attendees backgrounds, education, inte… https://t.co/FI0XlZJabZ",O-H-I-O,#MAGA2020
2574,10/12/2019 13:42,"@SolomonYue Thanks NCM Yue. We share the same value, freedom and democracy. #MAGA2020 #StandWithHongKong",Hong Kong,#MAGA2020
2575,10/12/2019 13:38,"@JRubinBlogger Suburban, college educated, white woman here #MAGA2020",In the Silcon Valley ozone,#MAGA2020
2576,10/12/2019 13:38,@aliatra1968 @JustinP55982564 @khq1717 @LogicalSeNc @JDelpheki @Schabinsk @nvrimmie @JustDawnM @dawn8_dawn… https://t.co/531cgIUGQo,Purgatory  ,#MAGA2020
2577,10/12/2019 13:37,@CindyKendrick11 We do to... His style and approach is very appealing to middle class hard working Americans which… https://t.co/2fxFFOOoSc,"Gilbert, AZ",#MAGA2020
2578,10/12/2019 13:35,you are attacked cyber stalked and generally abused if you are not muslim or do not agree with the extreme left win… https://t.co/Coz7YwwFXv,"Maroochydore, Queensland, Aus.",#MAGA2020
2579,10/12/2019 13:34,"#KurdishGenocide #KurdsBetrayedByTrump #MAGA2020 #Trump #Trump2020 #KAG2020LandslideVictory #FoxNews 

Trump has no… https://t.co/DotkeNCjlv",,#MAGA2020
2580,10/12/2019 13:33,Trump Rids Major U.S. Container Port of Chinese Communist Control | Judicial Watch #KAG2020 #MAGA2020  https://t.co/XtHpNCkCwa,Florida,#MAGA2020
2581,10/12/2019 13:33,"Every time someone from the Left mentions ""open borders"" or ""multiculturalism"" remember this.
@realDonaldTrump… https://t.co/U8blq42XaP",,#MAGA2020
2582,10/12/2019 13:33,"@NBA = BITCHES

@NIKE = BITCHES

#ALLNBAPLAYERS = BITCHES

@markcuban710 = BITCH

SAY ALL YOU WANT ABOUT #USA WE WI… https://t.co/NhPB2gxqZD","Baywood, NY",#MAGA2020
2583,10/12/2019 13:33,#MAGA2020 keep out the trash https://t.co/T2BfmWdKPh,"Arizona, USA",#MAGA2020
2584,10/12/2019 13:33,"Shut up! 
Biden Inc.
Things you won't hear at @CNN's DNC Inc. @TheDemocrats 🐕's @RepAdamSchiff @RepJerryNadler… https://t.co/FE0p5oA2sb",United States,#MAGA2020
2585,10/12/2019 13:33,"@thecjpearson Elizabeth Warren is a jackass, and she will never be POTUS #SaturdayMorning #WarrenDolezal2020… https://t.co/NoO56aQcGB","Delaware, USA",#MAGA2020
2586,10/12/2019 13:30,"@brett_mcgurk We are abandoning the Kurds and captured ISIS soldiers, but going to defend Saudi Arabia oil fields.… https://t.co/obTtZXZvxN","Florida, USA",#MAGA2020
2587,10/12/2019 13:30,@GOP Looks like a nice fellow you got!  #MAGA2020 #KAGA2020 #AmericaFirst https://t.co/XjWjc1h6Zh,"Awesomeville, TN",#MAGA2020
2588,10/12/2019 13:30,Dem plan impeach Trump now or loose 2020 election: #MAGA2020 https://t.co/PxyDihr35B,"Pennsylvania, USA",#MAGA2020
2589,10/12/2019 13:30,I must have missed the “For Sale” sign on the White House 😡😡 #impeachment #TrumpGenocide… https://t.co/nWe2rP6PsN,,#MAGA2020
2590,10/12/2019 13:27,"New #BurgerKing logo.
Hidden in plain sight.
#Illuminati
#AllSeeingEye
#Satanism
#QAnon
#MAGA
#MAGA2020 
#KAG
#MBGA… https://t.co/KhNaZewt40",Down The Rabbit Hole...,#MAGA2020
2591,10/12/2019 13:27,@realDonaldTrump @foxandfriends @RepLeeZeldin This whole #FakeWhistleblower and #ImpeachAndRemove is a fake scandal… https://t.co/fhblsrS1TM,,#MAGA2020
2592,10/12/2019 13:27,"Hmm, have we identified the ""whistleblower""?
https://t.co/Wzkv8BBZ88  @realDonaldTrump #WWG1WGA #MAGA2020 https://t.co/0DdVYD1xkC",,#MAGA2020
2593,10/12/2019 13:26,America. Won’t protect small relatively poor group who’ve done so much to tackle terrorism but will support super r… https://t.co/hpSElet99v,,#MAGA2020
2594,10/12/2019 13:24,"@realDonaldTrump @foxandfriends @RepLeeZeldin Schiff is so corrupt. Don’t stoop to his level. We love all you do! Thank you, #MAGA2020",,#MAGA2020
2595,10/12/2019 13:22,"Stay strong, President @realDonaldTrump and you still got my support. I felt blessed by black conservative inspired… https://t.co/e0JqhALAot",Atlanta Technical College,#MAGA2020
2596,10/12/2019 13:22,@KamalaHarris Actually... he knows a great joke — your campaign for President.  Best laugh we have had in years!! #MAGA2020,"New York, NY",#MAGA2020
2597,10/12/2019 13:21,Good Morning to everyone except the authors of the #Dossier #TrumpWorksSaturdays #MAGA2020 https://t.co/UmpvQ22H38,Salem,#MAGA2020
2598,10/12/2019 13:19,@soledadobrien A charge of racism from someone like #SoledadObrien is laughable. If you ever want to know who… https://t.co/VuhxdGpZrh,Vegas baby Yeah!,#MAGA2020
2599,10/12/2019 13:19,"@Nationalist_KAG @EricMMatheny HEAD ON A SWIVEL... BE READY PATRIOTS... AND PROTECT THE YOUNG, WOMEN AND ELDERLY...… https://t.co/7OCGDY3f0V","California, USA",#MAGA2020
2600,10/12/2019 13:18,Ok...Shep is out at Fox and all are celebrating that.  Don’t celebrate too much...We don’t know who will replace hi… https://t.co/UPcNUM4iYu,,#MAGA2020
2601,10/12/2019 13:15,"Could you imagine!  Truly the ride of their life. 🤯🤯
#BestPotus45ever
#MAGA 
#MAGA2020 https://t.co/caekPf1HHC",,#MAGA2020
2602,10/12/2019 13:14,"@KamalaHarris Your the joke
#TRUMP2020 #MAGA2020 #walkaway","Georgia, USA",#MAGA2020
2603,10/12/2019 13:14,@JoeBiden President Trump doesn't have to do those things #QuidProJoe because you've done the destruction yourself. #MAGA2020,,#MAGA2020
2604,10/12/2019 13:14,"Seems to have worked out fine for #Nobama 
#MAGA2020 #Trump2020 #KAG #TDS https://t.co/cL8jS2vsba https://t.co/nbDQQZezKA",,#MAGA2020
2605,10/12/2019 13:12,"@AOC you twit that was your choice....no one here to blame but yourself 
#TRUMP2020 #MAGA2020 #walkaway 
AOC gets c… https://t.co/L12uw7O7c3","Georgia, USA",#MAGA2020
2606,10/12/2019 13:11,Lovely morning in Miami..just landed in Miami from Cuba.Came to see my children ..from Cuba to Miami what a differe… https://t.co/XzZiilASxM,"Miami,FL ~#NOMOREMADURO",#MAGA2020
2607,10/12/2019 13:10,@arrowbreakrr @RSBNetwork @HollyNiotti @realDonaldTrump @ewarren Exactly!!! That’s why we are not voting for Biden!… https://t.co/AR0N8sCNa6,,#MAGA2020
2608,10/12/2019 13:07,@RepAndyBiggsAZ @GOPLeader @SteveScalise @RepLizCheney @RepMarkMeadows @Jim_Jordan @RepMattGaetz @RepMarkWalker… https://t.co/SyuXde3MkP,,#MAGA2020
2609,10/12/2019 13:07,"@KamalaHarris I definitely agree with @DonaldJTrumpJr about @KamalaHarris being fake and, personally, rate the Sena… https://t.co/6klsC7ai1v","South Carolina, USA",#MAGA2020
2610,10/12/2019 13:07,Following all and RT 👌👍 #2AShallNotBeInfringed #911remembered #KAG2020 #MAGA2020 #Trump2020LandslideVictory… https://t.co/ubNbSisOhO,United States,#MAGA2020
2611,10/12/2019 13:06,"@brett_mcgurk REMEMBER, Turkey is still buying lots of oil from Iran!!!!!
And @realDonaldTrump approved it!!

He ev… https://t.co/0tqWihq0ME",,#MAGA2020
2612,10/12/2019 13:03,You can't fix stupid.   The LEFT can burn all the #MAGA stuff they want but it doesn't  change the fact… https://t.co/uFkt3ZCM8r,,#MAGA2020
2613,10/12/2019 13:03,@HillaryClinton On you???? Not really you’re left a very good trail! Except no one want to follow!!! #KAG2020 #MAGA2020,"Washoe Valley, NV",#MAGA2020
2614,10/12/2019 13:02,@David31451 @JohnBWellsCTM STRAIGHT UP TRUTH RIGHT THERE... I LOVE OUR PRESIDENT @POTUS @realDonaldTrump... THE LIO… https://t.co/oBA84871vY,"California, USA",#MAGA2020
2615,10/12/2019 13:01,Another great crowd standing with President Trump 🇺🇸 and find the Q T-shirts in the crowd 😉 #MAGA2020… https://t.co/M4c7JlFlaN,"Atlanta, GA",#MAGA2020
2616,10/12/2019 13:00,@CGoHome You were big and bad with your glitter. man up. go face to face with them. #MAGA2020🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,north dakota,#MAGA2020
2617,10/12/2019 13:00,@Acosta I hear this the first time you quoted him correctly.🤷🏻‍♀️👏👏👏 #MAGA2020,United States,#MAGA2020
2618,10/12/2019 13:00,@UncleTonyRP @Michele4Unity4C @realDonaldTrump Beautiful! #MAGA2020,"Toronto, Ontario",#MAGA2020
2619,10/12/2019 12:59,@wareagle1028 @AuntJackie1 @michiep123 @DebbieDrozan @Elissa0100 @carrolka @USAlovesTrumpz @ride_paul_ride @McUkes… https://t.co/g3Xp6OsXAo,Texas,#MAGA2020
2620,10/12/2019 12:57,How stupid must our House of Representatives look to foreign officials like those in The Ukraine for this baffling… https://t.co/yYPrA7cYk4,"Texas, USA",#MAGA2020
2621,10/12/2019 12:56,@Daniel67263751 @Danbo79547261 I follow back Patriots.  #WomenForTrump  #MAGA2020,"Minnesota and Arizona, USA",#MAGA2020
2622,10/12/2019 12:54,"@Acosta Oh Jimmy, You’re such the Choir Boy now aren’t you! #MAGA2020 #Trump2020 #TruthHurts",,#MAGA2020
2623,10/12/2019 12:49,"@B52Malmet Wow...calling half of America “Nazi’s” must be a winning strategy
Keep going with that...I will be able… https://t.co/kXUQrVxjsd",between logic&reason,#MAGA2020
2624,10/12/2019 12:49,@realDonaldTrump #Trump #MAGA #KAG #MAGA2020 #TrumpRallyLouisiana great state of Louisiana at his rally in Lake Cha… https://t.co/OWoqFm3bqs,,#MAGA2020
2625,10/12/2019 12:47,Lmfao!! #socialismsucks #communismsucks #libertarian #Trump2020 #donttreadonme #freedom #america #MAGA #maga2020… https://t.co/yWJrBxih4B,"St Augustine, FL",#MAGA2020
2626,10/12/2019 12:43,@ewarren is yet another example who makes women in office look bad. There’s only a handful of people I know that ar… https://t.co/4hFKClWb7Q,"New Bedford, MA",#MAGA2020
2627,10/12/2019 12:43,Reposted from btgodby5 (get_regrann)  -  Daddy Trump giving yet another badass speech. He literally just said that.… https://t.co/17CLYHDHTo,long island new york,#MAGA2020
2628,10/12/2019 12:43,#MayorFrey is a sleaze bag. The #Minneapolis #mayor charged #Trump2020 580k for security but #Obama only 20k for th… https://t.co/M18kZKjlEu,"Dawson, WV formerly Palm Beach",#MAGA2020
2629,10/12/2019 12:41,@KamalaHarris That “joke” is our President of the United States.  And the punchline is that you never EVER will be. #MAGA2020 #KAGA2020,United States,#MAGA2020
2630,10/12/2019 12:41,@ChuckGrassley @furiosa_e Dems only care about their party - you know that - when will Republicans stand up for theirs????   #MAGA2020,CT,#MAGA2020
2631,10/12/2019 12:40,"@CoastalDame @ChatByCC @EricTrump Thanks for your support 👍🏻
#Trump2020 🇺🇸🇺🇸🇺🇸
#MAGA2020 🇺🇸🇺🇸🇺🇸
#KAG2020 🇺🇸🇺🇸🇺🇸
Tra… https://t.co/8BgYZieLFC",Temporary Home ,#MAGA2020
2632,10/12/2019 12:40,"Do you, #MAGA #MAGA2020? https://t.co/Xd4JrAOPtu",,#MAGA2020
2633,10/12/2019 12:39,"ICYMI As usual, California goes too far with new red flag law https://t.co/migTAQn3oz #election2020 #MAGA2020 https://t.co/F07Rzq0bQQ",USA,#MAGA2020
2634,10/12/2019 12:38,"Yes Mark, I am with you!! President Trump Is Draining the Swamp..the impeachment is the result of resistance to the… https://t.co/lKKsVRSTCp",U.S.A.- M.A.G.A.,#MAGA2020
2635,10/12/2019 12:38,@VicToensing @TGowdySC @realDonaldTrump @scooterlibby @johndowd @JaySekulow JUST STOP IT NOW!! ENOUGH OF IN FIGHTIN… https://t.co/s3zVirgzn1,"California, USA",#MAGA2020
2636,10/12/2019 12:38,We LOVE our POTUS. #MAGA2020 https://t.co/9AwM65j28T,"Denver, CO",#MAGA2020
2637,10/12/2019 12:36,@TomJChicago @realDonaldTrump What has ker faced. Lmfao. He doesnt have a backbone. Why yall always hating on YALLS… https://t.co/kJsweLRuZE,,#MAGA2020
2638,10/12/2019 12:34,I can sort of believe but am in disbelief that this many people think Trump has made it to this point without tread… https://t.co/54s11rJ358,,#MAGA2020
2639,10/12/2019 12:34,@DonaldJTrumpJr @KamalaHarris It’s nervous laughter cuz she knows the only thing humorous is her run for the White House! #MAGA2020,,#MAGA2020
2640,10/12/2019 12:33,".@realDonaldTrump has endless appetite for self-enrichment and self-aggrandizement and selling out the #USA, its in… https://t.co/wHXNSfBUEC",,#MAGA2020
2641,10/12/2019 12:33,@mikeandersonsr @BurgundyHughes I'd get shot in Chicago if I did. Just got back from vacation down south and it was… https://t.co/m6kUwZkwQh,United States,#MAGA2020
2642,10/12/2019 12:31,Good Morning America! #MAGA2020 #KAG https://t.co/277YxImJ08,"Washington, DC",#MAGA2020
2643,10/12/2019 12:30,I disagree with him in the past and future.  He does not and will not ever get my consideration or support.   He is… https://t.co/M8Uo27NyM0,United States,#MAGA2020
2644,10/12/2019 12:30,Integrity honor if only the Democrats actually would get to work for the Americans Citizens the Taxpayers… https://t.co/Py2iPxfgvp,"Nevada , USA",#MAGA2020
2645,10/12/2019 12:30,"A real class act from the left, I thought they were all about Love?...embarrassed that it happened in Minnesota...… https://t.co/f2RQgTPDWE",,#MAGA2020
2646,10/12/2019 12:29,Points on the Compass - Dr Lance Wallnau on The Jim Bakker Show https://t.co/CWiropB6dP //  #MAGA2020 Enlarge your… https://t.co/sQAk3HWDBD,"Midwest (NE,IA,KS)",#MAGA2020
2647,10/12/2019 12:29,"@arrow_mystic @newhandle17 @stevewhee11 Good Saturday Morning to all You Wonderful 🇺🇸#PATRIOTS
And u2 @Mystic 😘💋❤🇺🇸… https://t.co/KMNipuE54o", USA,#MAGA2020
2648,10/12/2019 12:29,@B52Malmet @sandibachom More to come! #MAGA2020,"New York, NY",#MAGA2020
2649,10/12/2019 12:29,@realDonaldTrump @DocAbraham @EddieRispone FOX is now State run media! First Megyn Kelly now Shep Smith! Don't challenge the king! #maga2020,,#MAGA2020
2650,10/12/2019 12:28,"This is what Jingo, ""Programmed"" Population control looks like 

Unchecked, unexamined blind faith in the STATE or… https://t.co/Do9JbYhbyU",,#MAGA2020
2651,10/12/2019 12:28,@BillKristol He’s a great man. He’s honest and engaging as a speaker/leader. People are rejecting phonies like… https://t.co/OxZgRXQbY2,,#MAGA2020
2652,10/12/2019 12:27,Trump turns the air blue as he fires up Louisiana rally crowd with talk of 'corrupt' Democrats trying to 'kick him… https://t.co/bjPuIENB3J,"United States of America, the greatest country in the world!",#MAGA2020
2653,10/12/2019 12:27,Hope she’s unable to return #May God Continue to Bless America and President Trump #AmericaFirst #Trump2020… https://t.co/OEXV5JwKMf,"Nevada , USA",#MAGA2020
2654,10/12/2019 12:25,@mwiley4975 @SenSchumer @realDonaldTrump ABSOLUTELY!!!  #KAG #MAGA2020,United States,#MAGA2020
2655,10/12/2019 12:25,@realDonaldTrump Love your rally’s! 👏👏👏 #MAGA2020 #purplerain best rendition ever. Guys from #Bostoncollege such ta… https://t.co/fwfVJ3twsn,"Worcester, MA",#MAGA2020
2656,10/12/2019 12:24,"Stocks surged yesterday on news of a new trade deal with #China . Amount of coverage on #FakeNews media? Zero, zip,… https://t.co/EVQQvVNhv3",Upstate New York,#MAGA2020
2657,10/12/2019 12:24,The only joke is you. You cannot be taken seriously.   Just go away. #MAGA2020 https://t.co/a23mTZgoOY,United States,#MAGA2020
2658,10/12/2019 12:24,Here's a 45 Republican @FCabreraNY running against @aoc @RepAOC explaining how it's more difficult being wealthy th… https://t.co/Oo27LnHaHN,"New York, USA",#MAGA2020
2659,10/12/2019 12:22,"President Trump and Americans agree...
#CrazyCorruptTerrible are what the Demonrats are all about!… https://t.co/1mpYZ6yFNU","Seattle, WA",#MAGA2020
2660,10/12/2019 12:19,@MarkBollaro @charliekirk11 We will need to wear life vest the floods will be huge #democrattears #liberaltears… https://t.co/ppOC4PGaAB,,#MAGA2020
2661,10/12/2019 12:18,@Dilligaff1962 @_OurNanny_ @briantopping66 @TheRed2020 @Red3691 @THE_REDLILY @REDWARRIOR8u2 @lloyd4man @Redleg3879… https://t.co/AwN6YY7qjj,,#MAGA2020
2662,10/12/2019 12:17,"Moreover, @TGowdySC criticized @realDonaldTrump pardon of my wonderful client @ScooterLibby. @JohnDowd and… https://t.co/KtISmYV0GJ","Washington, DC",#MAGA2020
2663,10/12/2019 12:16,The Underestimated Appeal of Socialism - Dr Lance Wallnau on The Jim Bak... https://t.co/saSV628hEj via @YouTube #MAGA2020,"Midwest (NE,IA,KS)",#MAGA2020
2664,10/12/2019 12:13,@Talieb3 @richones1 Have his followers lost their brains? This dumb cluck has authorized bombing on our troops in S… https://t.co/oxKzIxeBrQ,USA #TheResistance,#MAGA2020
2665,10/12/2019 12:13,"@TaniaBurgessTX @GOPChairwoman @GOP it's time to fund #MAGA2020 #KAG2020 patriots running, not Rinos you choose.",,#MAGA2020
2666,10/12/2019 12:12,@MAGASHAMAN @michaeljohns @lindamac12steps @TonyGal87064560 @mldkirk @traderjohnt1 @KarenLadybug1 @JHerd6… https://t.co/PjvdawlG1R,"T*W*I*T*T*E*R   J*A*I*L, USA",#MAGA2020
2667,10/12/2019 12:12,This is what we are up against! #MAGA2020 https://t.co/C7PqDGlEWu,"Bowie, Maryland",#MAGA2020
2668,10/12/2019 12:07,Take the vote!  We will not cooperate without one. ‘Nuff said. #TaketheVote #Trump2020 #MAGA2020 https://t.co/6lE1uRZTgb,,#MAGA2020
2669,10/12/2019 12:06,@RealCandaceO Instead I take them as pathetic fools that dont care about the damage they are doing to kids scaring… https://t.co/FcW0fb5KD2,United States,#MAGA2020
