,Date,tweets,User Location,hashtag
1480,10/13/2019 1:40,@Jim_Jordan @realDonaldTrump @RepAdamSchiff @SpeakerPelosi Because they are corrupt! #DrainTheSwamp #MAGA2020 #KAG 🇺🇸,,#MAGA2020
1481,10/13/2019 1:40,"On 10/28/17   I, by the grace of God,  stumbled upon something so profound, that WOKE me from my sleep,  and I will… https://t.co/njkPk8APIa",United States,#MAGA2020
1482,10/13/2019 1:39,Trump is responsible for our troops taking hostile fire. Trump is making it possible for our troops to be attacked… https://t.co/veKsLR7CYV,"Brooklyn, NY",#MAGA2020
1483,10/13/2019 1:39,@adversescrutiny Who is your fav entitled black boy? Your probably not gonna like 4 more years of @realDonaldTrump. #MAGA2020 #KAG,,#MAGA2020
1484,10/13/2019 1:37,What a crock!!!  #MAGA2020 https://t.co/9HQM7Ardym,"Indiana, USA",#MAGA2020
1485,10/13/2019 1:36,"@TeamTrump @MAGA @realDonaldTrump @Trump2020 @America @GOP @RealTalkPundit @UpsetALiberal @MAGA2020 @DNC

READY, SE… https://t.co/n2AkBh8Rvc",,#MAGA2020
1486,10/13/2019 1:36,"@TeamTrump @MAGA @realDonaldTrump @Trump2020 @America @GOP @RealTalkPundit @UpsetALiberal @MAGA2020 @DNC

READY, SE… https://t.co/cRrHqBKEyW",,#MAGA2020
1487,10/13/2019 1:36,"Great night, great people! #realDonaldTrump #VP #KAG2020 #Maga2020 https://t.co/Z4T8CJ4mv7","Minnesota, USA",#MAGA2020
1488,10/13/2019 1:35,@ANTHONYBLOGAN If liberal socialist show out at the equality town hall its not shock they show their asses at a ral… https://t.co/hl7g3Hb8xN,,#MAGA2020
1489,10/13/2019 1:35,"If you're the spitter or the guy in the nasty shirt who walked up cursing, play this as many times as it takes to s… https://t.co/nuo0cAKMZz",Yes,#MAGA2020
1490,10/13/2019 1:35,"@TeamTrump @MAGA @realDonaldTrump @Trump2020 @America @GOP @RealTalkPundit @UpsetALiberal @MAGA2020 @DNC

READY, SE… https://t.co/Z7ZNp951DZ",,#MAGA2020
1491,10/13/2019 1:34,"@TeamTrump @MAGA @realDonaldTrump @Trump2020 @America @GOP @RealTalkPundit @UpsetALiberal @MAGA2020 @DNC

READY, SE… https://t.co/wiSZBnZBa7",,#MAGA2020
1492,10/13/2019 1:34,"@TeamTrump @MAGA @realDonaldTrump @Trump2020 @America @GOP @RealTalkPundit @UpsetALiberal @MAGA2020 @DNC

READY, SE… https://t.co/zqZLjZIJfI",,#MAGA2020
1493,10/13/2019 1:34,"Is CNN an honest, fair and respectable news network?? Vote and RT
#MAGA2020 #AmericaFirst #justbehappy #godbless… https://t.co/WH9PVvKWwr","New Jersey, USA",#MAGA2020
1494,10/13/2019 1:33,"Great night at the Trump Rally! Was able to meet Trumps Campaign Manager, Brad Parscale. #realDonaldTrump #VP… https://t.co/yy2tp5mZMf","Minnesota, USA",#MAGA2020
1495,10/13/2019 1:30,#WomenForTrump  #MAGA2020 #KAG2020  Love our President https://t.co/lTIayXHrFK,"Colorado, USA",#MAGA2020
1496,10/13/2019 1:30,@JustDawnM @Dbargen @Sheerglee1 @lbeard71 @aliatra1968 @Cromag_19 @Dinky06624406 @looneym7701 @FFortrue… https://t.co/DzzWE5ZPZW,America,#MAGA2020
1497,10/13/2019 1:30,"@WattersWorld @JesseBWatters @StephenMillerAL Remember guys, this President can NOT drain the swamp on his own. We… https://t.co/JbmQlp2vtB","Midwest (NE,IA,KS)",#MAGA2020
1498,10/13/2019 1:29,@ewarren Aren’t you the same person who lied about being American Indian? Or about being fired for being pregnant?… https://t.co/ATqBLxdD0U,,#MAGA2020
1499,10/13/2019 1:26,"The practical out working of MAGA, make America great again,...the murder/slaughter/genocide of men, women &amp; childr… https://t.co/cfajbG6kqU",,#MAGA2020
1500,10/13/2019 1:26,"Someone please tell me how this makes America great!!!

#MAGA #MAGA2020 #TrumpGenocide #TraitorTrump https://t.co/JH72At1SV9",South Florida,#MAGA2020
1501,10/13/2019 1:25,Get them out! #ExposeCNN #MAGA2020,United States,#MAGA2020
1502,10/13/2019 1:25,"@Ninjabob1970 @realDonaldTrump Nah, we’ll maybe I’m just tired of neocons and the military industrial complex who t… https://t.co/U2zw3lcyVm",,#MAGA2020
1503,10/13/2019 1:24,@JudgeJeanine I think next week to bring up a point of democratic corruption there is a video that keeps getting de… https://t.co/7U0KJjhH1s,"Central Islip, NY",#MAGA2020
1504,10/13/2019 1:24,"What secret does trump have on Nunes

In Leaked Tape, Nunes Says Protecting Trump More Important Than Defending US… https://t.co/01HTiBn6sm",Ottawa Ontario Canada Earth MW,#MAGA2020
1505,10/13/2019 1:23,"Thank you, @realDonaldTrump
Religious freedom is vital.
#Trump
#MAGA2020
#KAG2020
Trump releases $50 million to pro… https://t.co/BO17woYoCO","Colorado, USA",#MAGA2020
1506,10/13/2019 1:22,can we please stop attacking @OOFMATIC he’s not doing anything wrong. #MAGA2020 #FlatEarth,"Seattle, WA",#MAGA2020
1507,10/13/2019 1:22,@soledadobrien @soledadobrien wow you’re a real tolerant kind person aren’t you? Your parents should be ashamed. Yo… https://t.co/zRwdNYF9yT,,#MAGA2020
1508,10/13/2019 1:21,"Thank you @realDonaldTrump for acknowledging &amp; speaking against Christian persecution around the world, especially… https://t.co/UvMgr5DTPI",I am here ^,#MAGA2020
1509,10/13/2019 1:20,Hank wants Trump to have a #MAGA rally in Ca. #MAGA2020 #KAGA2020 @realDonaldTrump https://t.co/eYUoCrAjAT,"Snowflake, CA",#MAGA2020
1510,10/13/2019 1:18,"Now it's time for @OutlawRadioABS Conservative Talk with special guest, @luvkikigreen! #OutlawRadio #KikiGreen… https://t.co/SSImm0PJ0Y",Idaho,#MAGA2020
1511,10/13/2019 1:18,"😂😭😂😭😂😭😂😭
Dying....
#MAGA2020 https://t.co/v6PGSWe64J","Las Vegas, NV",#MAGA2020
1512,10/13/2019 1:18,"I support this 100%!!! 
I wish @POTUS would lead the way &amp; make this legal federally.
The tax revenue would wipe ou… https://t.co/DV8OpsxTqe","Las Vegas, NV",#MAGA2020
1513,10/13/2019 1:17,"@realDonaldTrump spoke at the #ValueVotersSummit tonight, and this was truly one of his greatest speeches. It was f… https://t.co/UjNPQcfOtN",,#MAGA2020
1514,10/13/2019 1:15,"Hey #MAGA2020 #MAGA I thought your leader said he got rid of ISIS? Guess what, NOT true. 10,000 ISIS and 70,000 fam… https://t.co/BTa0h3XhJC",United States of America,#MAGA2020
1515,10/13/2019 1:14,#WomenForTrump y'all....Nuff said. #truth #truthbomb #truthdom #maga #MAGA2020 #kag #KAG2020 #Trump2020 #LRA… https://t.co/dJ04mDbZ8P,"Temecula, CA",#MAGA2020
1516,10/13/2019 1:13,"@nytimes Why is an ex FBI director getting into politics? He caused chaos for Hillary, and then turned on Donald. H… https://t.co/CBPXrBH4Yg",Andorra,#MAGA2020
1517,10/13/2019 1:13,@BulwarkOnline That's my President! Thanks for the laughs what a great montage you put together #MAGA2020🇺🇸🇮🇱… https://t.co/Sl7EC5MZbl,,#MAGA2020
1518,10/13/2019 1:12,@joedeezmom Thank you! #MAGA2020,"Florida, USA",#MAGA2020
1519,10/13/2019 1:11,Because everyone deserves free speech and I appreciate honesty and realness. Be you #MAGA2020 https://t.co/VbI8XmDvpb,,#MAGA2020
1520,10/13/2019 1:11,WE PUT OUR TRUST ON PEOPLE WHO TAKE HIGHER POSITIONS TO KEEP US SAFE BUT SOME LIKE @Comey BETRAY US! 👎🏽🐍🐀MAY GOD JU… https://t.co/04kFi1bS8W,Gods country,#MAGA2020
1521,10/13/2019 1:11,@kittendrawers @T_S_P_O_O_K_Y @hrenee80 @IlhanMN Get a life the woman in the picture looks like her period. I proba… https://t.co/Jhr4mfyAMm,United States,#MAGA2020
1522,10/13/2019 1:10,"@TeamTrump @MAGA @realDonaldTrump @Trump2020 @America @GOP @RealTalkPundit @UpsetALiberal @MAGA2020 @DNC

READY, SE… https://t.co/fCiV0HfJds",,#MAGA2020
1523,10/13/2019 1:09,"@TeamTrump @MAGA @realDonaldTrump @Trump2020 @America @GOP @RealTalkPundit @UpsetALiberal @MAGA2020 @DNC

READY, SE… https://t.co/z5DkFqaR1z",,#MAGA2020
1524,10/13/2019 1:09,@stephaniemcpha4 That’s one wonderful graph! Thank you @realDonaldTrump  #MAGA2020,"Florida, USA",#MAGA2020
1525,10/13/2019 1:07,"Is that okay with you?
Republicans? @senatemajldr @GOPLeader  @HouseGOP @SenateGOP @GOP #MAGA #MAGA2020 https://t.co/FVpccWIhdQ","Massachusetts, USA",#MAGA2020
1526,10/13/2019 1:07,@peggyperez @baalter @POTUS There is no comparison #MAGA2020 https://t.co/vYHG8Ea1S1,"New York, USA",#MAGA2020
1527,10/13/2019 1:07,"@MADE__USA I just moved out of CA. Happy to be voting from SC in 2020
#MAGA2020",,#MAGA2020
1528,10/13/2019 1:05,"@realDonaldTrump The timing must be right, and #Trump @POTUS timing in #Syria with the #Kurds was disastrous. Now w… https://t.co/OQ2hOYHhX1","Chicago, USA",#MAGA2020
1529,10/13/2019 1:05,".@HillaryClinton  says she can beat @realDonaldTrump ""again."" To which @BernieSanders, whom she cheated from @DNC n… https://t.co/ACECl0oiOX",Colorado Springs,#MAGA2020
1530,10/13/2019 1:05,@realDonaldTrump Trump hate has turned Liberals into war hawks. Remember when Liberals wanted to bring our troops h… https://t.co/zONdSCfRbV,Worldwide,#MAGA2020
1531,10/13/2019 1:05,"@robreiner Yep, @JoeBiden is definitely going to take one for the deep state team. #MAGA2020 @realDonaldTrump #Qanons #wehaveeverything","Grand Blanc, MI",#MAGA2020
1532,10/13/2019 1:04,Get ready! #MAGA2020 #KAG2020LandslideVictory https://t.co/t3Cr8tp2FT,,#MAGA2020
1533,10/13/2019 1:03,@pastorlocke #Trump2020Landslide #MAGA2020 #KAG2020 is going to #ExposeCNN even more! @POTUS @realDonaldTrump has e… https://t.co/NKNmX67Ryj,"New Hampshire, USA",#MAGA2020
1534,10/13/2019 1:03,@CNN #MAGA2020 is all I want to hear,"Alabama, USA",#MAGA2020
1535,10/13/2019 1:01,@AllaFurmanova California. #MAGA2020,los angeles  ca,#MAGA2020
1536,10/13/2019 0:59,@GOP @GOPLeader @RandPaul @McConnellPress I support @realDonaldTrump decision to pull troops out of Syria! #AmericaFirst #MAGA2020,"Pittsburgh, PA",#MAGA2020
1537,10/13/2019 0:59,"@TruthByTZ @sethjlevy @EvolveQuickly Now, when you say ""OUR THREAT"" Let it be known you do not speak for me! A Jewi… https://t.co/qPjTnVi6DI","Los Angeles, CA",#MAGA2020
1538,10/13/2019 0:59,Everything Wrong with Greta Thunberg! | Louder with Crowder https://t.co/vtkLDoPuX5 via @YouTube #AutismAwareness… https://t.co/8A2sKjmmFv,Phoenix,#MAGA2020
1539,10/13/2019 0:58,@JoeBiden Thank God for #Trump #MAGA2020,,#MAGA2020
1540,10/13/2019 0:58,@FoxNews Who in the hell are you polling?!? #MAGA2020 #FakePolls #FakeNews 🤨🤷🏻‍♀️,"Nebraska, USA",#MAGA2020
1541,10/13/2019 0:58,"Ordered my #WheresHunter #shirt and a #TrumpPence2020 shirt
.@parscale @realDonaldTrump @TeamTrump @TrumpWarRoom… https://t.co/ysAAKEUWZx","Middletown, RI",#MAGA2020
1542,10/13/2019 0:56,@GaetaSusan @juanitafelton84 @Jim_Jordan @RepAdamSchiff @SpeakerPelosi @POTUS Yes I checked out your profile you re… https://t.co/4fNgsoadXe,"Illinois, USA",#MAGA2020
1543,10/13/2019 0:56,.@TeamPelosi that’s what U did w #ClintonFoundation 2016 2018 2008 2012 so what’s ur point #MAGA2020… https://t.co/Ewr39WSOmN,,#MAGA2020
1544,10/13/2019 0:56,"@RepAdamSchiff Pencil neck geek shut up liar.
#MAGA2020 #TRUMP #KAG2020",,#MAGA2020
1545,10/13/2019 0:54,Wow....a new fall comedy show airing on @CNN! #MAGA2020 https://t.co/ztscZMcKb1,Northwest Ohio,#MAGA2020
1546,10/13/2019 0:54,@Stephanielevay1 @My_Trigger11 @Kat_in_a_KAGhat @pokpod1 @thetford57 @MargosunC @secretstranger9 @soapbox62… https://t.co/x4JBYKBFGD,"Lakeside, FL",#MAGA2020
1547,10/13/2019 0:52,@TonyHinson4 @fortismind @realDonaldTrump Negative. Still there. #MAGA2020 #NothingCanStopWhatIsComming #WWG1WGA,USA,#MAGA2020
1548,10/13/2019 0:52,@Tradergracie @biggdaddymulch @sandyhook That's not the way they operate. It's better to dismiss facts because fact… https://t.co/bhjSh6oH67,Georgia,#MAGA2020
1549,10/13/2019 0:51,"The rest of us that remember pre-butchered CA... San Francisco, etc... when it was lovely... want it back too. It w… https://t.co/Rycv8ogn7a",,#MAGA2020
1550,10/13/2019 0:50,"What a great video!! #WWG1WGA #MAGA2020 #WRWY
No more Mr Rogers - YouTube https://t.co/JcNaSzcLEH","Abilene, TX",#MAGA2020
1551,10/13/2019 0:50,Don't miss my latest article @worldnetdaily focusing on #ElonMusk and rampant pollution in #China:… https://t.co/YfvU4DD1hj,Western NY,#MAGA2020
1552,10/13/2019 0:49,"RT/FB
#thenextREDwave
#KAG2020 
#MAGA2020 https://t.co/jcZq3VSSRB",Informed and Involved!!,#MAGA2020
1553,10/13/2019 0:49,"Do you think @realDonaldTrump is like #Jesus? 

#MAGA
#MAGA2020 
#MAGA
#KAG 
#Trump",,#MAGA2020
1554,10/13/2019 0:49,@Sequencer16 @LadyNY4Ever @irish_murphys  Love to get a ride on another great #MAGA2020  train. Thanks,"Omaha, NE",#MAGA2020
1555,10/13/2019 0:48,"FOR GOD'S SAKE, PENCILNECK IS OUT OF CONTROL. #MAGA2020 #ShiftySchiff #FakeImpeachment 
https://t.co/0uH4LTOYXh",,#MAGA2020
1556,10/13/2019 0:48,"@GayRepublicSwag #WomenForTrump 

Strong economy, Strong borders, equal enforcement of the law, stands up to the BS… https://t.co/ZDPx3W1SrL", Georgia,#MAGA2020
1557,10/13/2019 0:47,"Yes, I see #MAGA2020 #MAGA2020Landslide #maga #MAGA #MAGAROLLERCOASTER #KAG #KAG2020Landslide https://t.co/wFS3OqxqgE",,#MAGA2020
1558,10/13/2019 0:46,"I've had two 24 bans, a week ban, and a full ban. Lolo I follow everyone that has A #MAGA2020 #KAG2020 #WWG1WGA

If… https://t.co/OSFO8lia7j",,#MAGA2020
1559,10/13/2019 0:46,@JoJoFaiman Thanks for the heads up. Feels good knowing we have each other's backs! #MAGA2020,"Fairbury, NE",#MAGA2020
1560,10/13/2019 0:46,"""Confirmed.  Go deeper.  Signatures are IMPORTANT""--#Q

#NUNES SAYS *SPEED*. 

https://t.co/6vq6cvhoc5
.… https://t.co/4LXg2BSiYR",US,#MAGA2020
1561,10/13/2019 0:45,"@JackRichards13 Enjoyed the rally. Not great. Dems on news, burning things. MAGA hats ONLY at rallies. Wake up! Mic… https://t.co/otLaGwFY4g","South Carolina, USA",#MAGA2020
1562,10/13/2019 0:45,@TeamPelosi That’s why democrats will be the minority in 2020 because America is sick to death of your BS… https://t.co/tAjeIXbQSC,United States,#MAGA2020
1563,10/13/2019 0:45,"Part of the #GreatAwakening: #CorporateMedia has been corrupt since the Spanish American War. 
Look into the… https://t.co/LKdWA8Yqwu","Lawrenceville, Georgia",#MAGA2020
1564,10/13/2019 0:44,"I’m at cruising the coast in Gulfport/Biloxi, MS and look what I found @Sharkheads .....TRUMP 2020 gear!! It’s grea… https://t.co/CimwGywBQ4","Illinois, USA",#MAGA2020
1565,10/13/2019 0:44,@ProducerEric @realDonaldTrump You mean President Trump #MAGA2020,"Texas, USA",#MAGA2020
1566,10/13/2019 0:44,@ThisWeekABC @jonkarl GO Bernie #warren #warren2020 #demdebate #cnn #msnbc @cnn @msnbc #biden #biden2020 #maga… https://t.co/NMmpdPsp6t,,#MAGA2020
1567,10/13/2019 0:44,draining the swamp. Promises made promises kept. #KAG #MAGA2020 #LoveAmericaVoteTrumpGOP2020,,#MAGA2020
1568,10/13/2019 0:43,"Implemention of the Value-Added Tax would be far more practical than the Wealth Tax. 

VAT is also more effective b… https://t.co/AgiSjE8xNJ",Rose City,#MAGA2020
1569,10/13/2019 0:42,"“ our big concern is two-fold, first with Russiagate and now Ukraine  with impeachment, stems from the belief that… https://t.co/JJCERynNW4",,#MAGA2020
1570,10/13/2019 0:42,"Newt Gingrich: Democrats 'terrified' of Bidens, Ukraine being investigated

https://t.co/qBn3Nd6GrQ
#KAG2020 #MAGA2020",Florida,#MAGA2020
1571,10/13/2019 0:41,@PPact @andersoncooper @ErinBurnett @marclacey MORE $$ 4 MURDER.🙄 PP days are numbered!!👍 #MAGA2020  #Trump2020Landslide,#PulteDataMiningScam,#MAGA2020
1572,10/13/2019 0:41,@maggieNYT @realDonaldTrump is responsible for this but so are those who enable him #MAGASOTA #MAGA2020 #MAGA I hop… https://t.co/BQI0BZVRa3,"Greenfield, MN",#MAGA2020
1573,10/13/2019 0:38,@realDonaldTrump So many people out their are twisted in their beliefs. Cannot believe that they are not supporting… https://t.co/FSuvml3e0D,"Washington, USA",#MAGA2020
1574,10/13/2019 0:38,@Suluclac @HelloTeamTrump @POTUS Exactly right. #MAGA2020,,#MAGA2020
1575,10/13/2019 0:37,ICYMI Wait… now we’re talking about decriminalizing intentional HIV transmission? https://t.co/VGUUau2E5Z… https://t.co/5VR8M8f7Gf,USA,#MAGA2020
1576,10/13/2019 0:36,"THIS is exciting!!! 
#ExposeCNN #MAGA2020 https://t.co/Kx3zzEzM2e",La La Land,#MAGA2020
1577,10/13/2019 0:35,"So that's all it took to beat that sulpher skank Hildebeast? 

#MAGA2020 #MAGA2020Landslide 
#KAG #KAG2020… https://t.co/byeEgcU1Sn","California, USA",#MAGA2020
1578,10/13/2019 0:35,"@JackPosobiec Praying for a safe trip for them. Patriots, keep them in your prayers! #MAGA2020 #KAG2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",Missouri,#MAGA2020
1579,10/13/2019 0:34,"@realDonaldTrump 
@Franklin_Graham 
#America 
#MAGA2020
#Evangelicals 

HOW DARE YOU LIE ABOUT DEMOCRATS MURDERING… https://t.co/yVTkhkXO8Z","Tempe, AZ & Door County, WI",#MAGA2020
1580,10/13/2019 0:34,A2 - you do wrong we will protect and defend. That is our right. You WILL NOT TAKE THAT AWAY FROM US! #MAGA2020 https://t.co/wQzvhV0ZOs,,#MAGA2020
1581,10/13/2019 0:33,"@mylovee1201 @reginaedelman @thebradfordfile @Comey But hey, I'll give you credit....at least youre persistent on t… https://t.co/3O0Cp2DQth",North Carolina,#MAGA2020
1582,10/13/2019 0:31,@peterframpton @ciancagl1 The real sad thing is that you don't realize a letter from a Rep isn't a subpoena just b/… https://t.co/1OnhmPj1Sp,,#MAGA2020
1583,10/13/2019 0:30,@soledadobrien Aww you get your feelings hurt because no one gives you attention? #MAGA2020 #KAG2020,"Indiana, USA",#MAGA2020
1584,10/13/2019 0:30,Don't let HER win! She Will run! VOTE-VOTE-VOTE 2019 and 2020. #AmericaFirst #Trump2020Landslide #MAGA #Trump2020… https://t.co/exvDQsA8uX,"South Carolina, USA",#MAGA2020
1585,10/13/2019 0:29,@peterframpton We stopped giving a damn about what Brits had to say in 1776.  Go back to your island and waste away… https://t.co/lfh3tBdUls,,#MAGA2020
1586,10/13/2019 0:29,"@mchooyah,  This must be a joke!!! #MAGA2020 https://t.co/HrfKqE7kYl",I am here ^,#MAGA2020
1587,10/13/2019 0:28,"Prince—
@Prince
This is probably the most
air time and simultaneous listeners
#PurpleRain has had in years.… https://t.co/p5Ty3Cp2Vb","Indiana, USA",#MAGA2020
1588,10/13/2019 0:28,@GayRepublicSwag #WomenForTrump because he is for America &amp; all her Citizens! #AmericaFirst   #MAGA2020 #KAG2020Landslide,"Plant City, FL",#MAGA2020
1589,10/13/2019 0:28,"I voted for Trump because he was the first and only candidate I knew truly loved America and Americans. 

I will vo… https://t.co/GMtca7zhnK",United States,#MAGA2020
1590,10/13/2019 0:28,"#KAG2020 
#AmericaFirst 
#MAGA2020 
#PatriotsAwakened  
#SquadGoalsDC 
@realDonaldTrump  

🚨 WARNING AMERICA!!! 🚨… https://t.co/j6BvN7OVUV",United States,#MAGA2020
1591,10/13/2019 0:28,@johncardillo @MartinStarshine What A joke. Lock her up! #MAGA2020,,#MAGA2020
1592,10/13/2019 0:27,"Are you possibly referring to:

Disgraced former New York City mayor &amp; trump fixer Rudolph William Louis Giuliani… https://t.co/FnC7ZUBOQc","Insomn,IA ",#MAGA2020
1593,10/13/2019 0:26,"@GrumpyBastard8 @MAGA2ARIGHTS Got you🙋🏼‍♀️🇺🇸
#MAGA2020",Texas,#MAGA2020
1594,10/13/2019 0:25,@markkirin_ IFB all Patriots.  Thank you!  #MAGA2020,"Boston, MA",#MAGA2020
1595,10/13/2019 0:24,"#tcot #ccot #maga2020 #LNYHBT #ycot This is exactly how the elite, urban #LooneyLeft media feels and thinks about a… https://t.co/7lpKmZHBT8",Verona WI,#MAGA2020
1596,10/13/2019 0:24,CNN’s Airport Monopoly Is FINALLY Coming to an END!!! https://t.co/y9gtljsGun via @YouTube #SundayFunday #CNN… https://t.co/FkXg3lqbpo,,#MAGA2020
1597,10/13/2019 0:23,"Why yes we are!
#MAGA2020 https://t.co/nM18IjtTRm","Ohio, USA",#MAGA2020
1598,10/13/2019 0:22,I couldn’t have said it better.  #WomenForTrump #MAGA2020 https://t.co/ZiuRmCPEA3,"Florida, USA",#MAGA2020
1599,10/13/2019 0:22,@realDonaldTrump tell the democratics that. the have N endless one going. #MAGA2020 @GOPLeader @dbongino @DonaldJTrumpJr,"Augusta, GA",#MAGA2020
1600,10/13/2019 0:21,@DiamondandSilk @lilangel2768 They're all fighting to win second place to @realDonaldTrump #MAGA2020 #FirstLoser,"Lyons, NY",#MAGA2020
1601,10/13/2019 0:20,"@GayRepublicSwag Voted and going to vote for Donald Trump to build the wall, drain the swamp! #MAGA2020 #WomenForTrump",,#MAGA2020
1602,10/13/2019 0:20,"Yes, Obama and Hillary started a terrible war in Libya. NEVER should’ve happened. @realDonaldTrump didn’t cause any… https://t.co/cQ0ER388N9",,#MAGA2020
1603,10/13/2019 0:20,"Coolest socks EVER!!
#MAGA2020 

GET A PAIR TODAY!!
https://t.co/mEV7cj5vqQ https://t.co/fdEACaSnaT",United States,#MAGA2020
1604,10/13/2019 0:19,"@HillaryClinton You a little crea crea aren't ya.  And you're dragging all of your peeps with you.  
All of you dem… https://t.co/KMkBBXecKZ",,#MAGA2020
1605,10/13/2019 0:19,@WayneDupreeShow That’s because there ain’t nobody looking at that and saying “I want to be hitting that every nigh… https://t.co/9zYDEFK4wO,"Largo, FL",#MAGA2020
1606,10/13/2019 0:18,"#Republicans are #FILTH! They are disgusting, contemptible scum! The drag our country and the world down to their c… https://t.co/GA3FCy7KnD",SF,#MAGA2020
1607,10/13/2019 0:17,@kbq225 There will never be another president or person to match the love Trump has poured out of his heart for his… https://t.co/fGC94SFvVv,"CERN, Switzerland",#MAGA2020
1608,10/13/2019 0:16,"WAKE UP AMERICA! :  .@Libtees - 20h 
I WAS Life Reg. Dem, VOTED 2X Obama
-for Blacks to have Good JOBS!
O, put Blac… https://t.co/jVmCRQL0GY",,#MAGA2020
1609,10/13/2019 0:15,@SecPompeo @ScottMorrisonMP @MarisePayne Saw you on #Nashville TV Friday. You evaded all the questions asked by… https://t.co/8RP3dK8tbN,,#MAGA2020
1610,10/13/2019 0:15,"Donavan Taves—
@FarmerTaves
This video soars!!!

I'm sure @POTUS #Trump
@realDonaldTrump is very honored.

Be ready… https://t.co/ztGmLguvO5","Indiana, USA",#MAGA2020
1611,10/13/2019 0:15,"@soledadobrien “These people behind him”....are everyday, NORMAL, hardworking Americans. Remember what happened whe… https://t.co/wsreZZyywe","Medina, OH",#MAGA2020
1612,10/13/2019 0:13,"IMPORTANT!  Turn on your TV ""right now"", to Trish Regan Primetime, and listen to Steve Bannon.  #maga #kag #blexit… https://t.co/UKiB5K0zfk","South Carolina, USA",#MAGA2020
1613,10/13/2019 0:13,@dodiewill2 @Republican6365 Good for you Dodie! What an inspiration you are. I had to follow after visiting your pr… https://t.co/AuFC9Dg1ug,from Indy sometime  ago...,#MAGA2020
1614,10/13/2019 0:13,"Where would you have lined up in Nazi Germany?
#Evangelical #MAGA2020 #ConservativeChristian #Christian https://t.co/3kuknSxzfH",SantaMonica or where Hat hangs,#MAGA2020
1615,10/13/2019 0:12,@Dgsma You people who promote #MassShootings @realDonaldTrump @Foxnews @BreitbartNews @DonaldJTrumpJr @houseGop… https://t.co/k05HYio9SD,"Raleigh, North Carolina  USA",#MAGA2020
1616,10/13/2019 0:12,@DanScavino @realDonaldTrump @DocAbraham @EddieRispone I need followers.  #MAGA2020 #maga #Trump2020,,#MAGA2020
1617,10/13/2019 0:12,"Is it just me or is #drudge having a hard time not showing his boner for all the #impeachment nonsense.

I know Bil… https://t.co/54orrqufx5",America,#MAGA2020
1618,10/13/2019 0:11,"@RepSwalwell You’re a little too obsessed with guns. If memory serves, your gathering in your bogus run for Preside… https://t.co/hLJM8KsEqP","NJ Shore area, USA",#MAGA2020
1619,10/13/2019 0:10,"@MeghanMcCain It won't be kind 2 your arms selling daddy either!
He armed the terrorists that were killing our men… https://t.co/99dgVnV6u0",Florida Native!,#MAGA2020
1620,10/13/2019 0:10,"@SecPompeo You are just another accomplice in this you godless, lying fuck. You watch where your loyalty gets you.… https://t.co/J0vl5ojdB5","Los Angeles, CA",#MAGA2020
1621,10/13/2019 0:09,"If you wernt there #IlhanOmar, then PROVE it!
NOW!
Step down &amp; stay down #Bitch
#IlhanIsAntifa 

#MAGA #MAGA2020… https://t.co/h7SNcX1fag",,#MAGA2020
1622,10/13/2019 0:09,"@JamesFrigoletto @witchylou02 @ScottPresler @realDonaldTrump Yes, Full of Hate. Vote em out and don't put up with a… https://t.co/VFNXlVCvKC",,#MAGA2020
1623,10/13/2019 0:08,@KamalaHarris #MAGA2020 good night 🌙😘💤 #clownshow https://t.co/0wpjZ9acAF,Hoosier State,#MAGA2020
1624,10/13/2019 0:08,"#MAGA2020 
#KAG2020Landslide 
Trump is a #Jackass https://t.co/7HixSoGfay",,#MAGA2020
1625,10/13/2019 0:08,@SenFeinstein You're absolutely right which is why we should be grateful and thank our president for swinging the C… https://t.co/IoQz2Dv6h3,"San Francisco, CA",#MAGA2020
1626,10/13/2019 0:07,https://t.co/oQHQMLIPCi Leading Democratic critical thinker loses low carbon contact lens while virtue signalling n… https://t.co/pir6aVMAZS,"Whanganui, New Zealand",#MAGA2020
1627,10/13/2019 0:06,"@KimberlyM1M @vision835 She takes pandering to a whole new level.

America will bend over and take it in the ass if… https://t.co/fyjPTCTtgz",America,#MAGA2020
1628,10/13/2019 0:06,@realdonadltrump LOVE OUR POTUS!  Not loving gas going up. DRILL DOMESTIC! #MAGA2020,"Sacramento, CA",#MAGA2020
1629,10/13/2019 0:05,Make Atrocities Go Away @realDonaldTrump #TrumpGenocide #TrumpBetrayedTheKurds #MAGA2020,Cokato MN,#MAGA2020
1630,10/13/2019 0:05,"@KellyO @NoahCRothman @realDonaldTrump Cadet bone spurs won't do anything. 
He's Erdogan's lap dog. 
#maga #MAGA2020 #MAGA2020Landslide","Westminster, CO",#MAGA2020
1631,10/13/2019 0:05,.@RudyGiuliani Rudy tooty fresh and colludy. You are @realdonaldtrump 's new Michael Cohen. #RudyColludy #GiulianiBehindBars #MAGA2020,90210,#MAGA2020
1632,10/13/2019 0:04,"Hey #MAGA2020, this was a Christian woman!!!! https://t.co/4yXbxKCTky",Nowhereville,#MAGA2020
1633,10/13/2019 0:04,« MAKE ASSANGE GREAT AGAIN » #MAGA2020  @MakeAssange 🐱🖤 #wearealljulianassange #FreeASSANGE🇦🇺✊⏳ @supernovaextre1… https://t.co/0KOeIiz3ie,"Porto, Portugal",#MAGA2020
